Personal_ID,Cost Center,Company Code,Anonymized WBSL1 Descp,WBSL1 Value,WBSL4 Value,Fiscal Year,Hours,Work Date,Business Descp,Week,Job level,Business Line Descp,Theme
276,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,10/12/2020,RISK ADVISORY (NSE),,,Internal Audit,Other
294,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
343,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,3/12/2020,AUDIT,,,Assurance Services,Other
416,,,Project 1,LPEX1004-01,LPEX1004-01-01-01-1000,2021,1,8/12/2020,FINANCIAL ADVISORY (NSE),,,M&A Transaction Services,Worldclass
306,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,0,,,,,,
310,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,1,3/12/2020,AUDIT,,,Assurance Services,Other
294,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,3,7/12/2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
306,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
346,,,Project 71,LPEX1064-01,LPEX1064-01-01-01-1000,2021,2,11/12/2020,CONSULTING,,,Analytics & Cognitive (NSE),Sustainability
362,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,1,10/12/2020,TAX,,,Global Employer Services,Other
306,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
343,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,,,,,,
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,3,9/12/2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
386,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,1,11/12/2020,CONSULTING,,,Organization Transformation,Worldclass
306,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,2,7/12/2020,RISK ADVISORY (NSE),,,Sustainability,Endurable Society
385,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,0,,,,,,
405,,,Project 82,GAAX4157-01,GAAX4157-01-01-01-1000,2021,1,9/12/2020,AUDIT,,,Assurance Services,Missing
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,10/11/2020,CONSULTING,,,Operations Transformation (NSE),Other
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,14-12-2020,CONSULTING,,,Operations Transformation (NSE),Other
272,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,0,,,,,,
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,4/11/2020,CONSULTING,,,Operations Transformation (NSE),Other
418,,,Project 84,GAAX4348-01,GAAX4348-01-01-01-1000,2021,2,21-12-2020,CONSULTING,,,Operations Transformation (NSE),Worldclass
419,,,Project 5,LPEX1013-01,LPEX1013-01-01-01-1000,2021,8,14-12-2020,CONSULTING,,,Analytics & Cognitive (NSE),Endurable Society
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,1/12/2020,CONSULTING,,,Operations Transformation (NSE),Other
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,25-11-2020,CONSULTING,,,Operations Transformation (NSE),Other
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,13-11-2020,CONSULTING,,,Operations Transformation (NSE),Other
417,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,2,24-11-2020,CONSULTING,,,Operations Transformation (NSE),Other
390,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,2,22-12-2020,CONSULTING,,,SAP (NSE),Worldclass
324,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,22-12-2020,AUDIT,,,Assurance Services,Other
420,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,21-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
414,,,Project 67,LPEX1066-01,LPEX1066-01-01-01-1000,2021,0,,,,,,
335,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1000,2021,0,,,,,,
346,,,Project 71,LPEX1064-01,LPEX1064-01-01-01-1000,2021,4,3/12/2020,CONSULTING,,,Analytics & Cognitive (NSE),Sustainability
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,4,22-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
346,,,Project 71,LPEX1064-01,LPEX1064-01-01-01-1000,2021,4,2/12/2020,CONSULTING,,,Analytics & Cognitive (NSE),Sustainability
308,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,22-12-2020,CONSULTING,,,Operations Transformation (NSE),Other
398,,,Project 81,GAAX4441-01,GAAX4441-01-01-01-1000,2021,1,18-12-2020,TAX,,,Business Tax (NSE),Missing
304,,,Project 76,LPEX1090-01,LPEX1090-01-01-01-1000,2021,2,15-12-2020,AUDIT,,,Assurance Services,Sustainability
276,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,22-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Other
329,,,Project 66,LPEX1081-01,LPEX1081-01-01-01-1000,2021,8,23-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Worldclass
324,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,23-12-2020,AUDIT,,,Assurance Services,Other
362,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,0,,,,,,
421,,,Project 1,LPEX1004-01,LPEX1004-01-01-01-1000,2021,1,23-12-2020,CONSULTING,,,Analytics & Cognitive (NSE),Worldclass
329,,,Project 66,LPEX1081-01,LPEX1081-01-01-01-1000,2021,8,22-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Worldclass
421,,,Project 1,LPEX1004-01,LPEX1004-01-01-01-1000,2021,3,10/12/2020,CONSULTING,,,Analytics & Cognitive (NSE),Worldclass
329,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,16-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
329,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,15-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
329,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,14-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
304,,,Project 76,LPEX1090-01,LPEX1090-01-01-01-1000,2021,1,23-12-2020,AUDIT,,,Assurance Services,Sustainability
329,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,17-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
329,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,18-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
422,,,Project 84,GAAX4348-01,GAAX4348-01-01-01-1000,2021,2,23-12-2020,CONSULTING,,,Operations Transformation (NSE),Worldclass
329,,,Project 66,LPEX1081-01,LPEX1081-01-01-01-1000,2021,8,21-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Worldclass
409,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1000,2021,0,,,,,,
294,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,1,22-12-2020,FINANCIAL ADVISORY (NSE),,,M&A Transaction Services,Missing
423,,,Project 84,GAAX4348-01,GAAX4348-01-01-01-1000,2021,1,,,,,,
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,21-12-2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
424,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1005,2021,2,5/11/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Missing
425,,,Project 1,LPEX1004-01,LPEX1004-01-01-01-1000,2021,3,,,,,,
407,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,1,16-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
424,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1005,2021,0,,,,,,
409,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1000,2021,5,,,,,,
409,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1000,2021,0,,,,,,
426,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,2,21-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Worldclass
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,2,22-12-2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
305,,,Project 5,LPEX1013-01,LPEX1013-01-01-01-1000,2021,4,23-12-2020,CONSULTING,,,Systems Engineering (NSE),Endurable Society
409,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1000,2021,0,,,,,,
305,,,Project 5,LPEX1013-01,LPEX1013-01-01-01-1000,2021,4,7/12/2020,CONSULTING,,,Systems Engineering (NSE),Endurable Society
277,,,Project 56,LPEX1069-01,LPEX1069-01-01-01-1000,2021,1,24-12-2020,AUDIT,,,Integrated Services,Endurable Society
424,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1005,2021,0,,,,,,
424,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1005,2021,0,,,,,,
397,,,Project 77,LPEX1084-01,LPEX1084-01-01-01-1000,2021,1,22-12-2020,TAX,,,Legal (NSE),Endurable Society
397,,,Project 77,LPEX1084-01,LPEX1084-01-01-01-1000,2021,8,23-12-2020,TAX,,,Legal (NSE),Endurable Society
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,24-12-2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
329,,,Project 66,LPEX1081-01,LPEX1081-01-01-01-1000,2021,8,24-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Worldclass
424,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1005,2021,1,2/11/2020,FINANCIAL ADVISORY (NSE),,,I&CP E. & Real Estate,Missing
424,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1005,2021,0,,,,,,
300,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,3,24-12-2020,CONSULTING,,,Workforce Transformation (NSE),Worldclass
425,,,Project 1,LPEX1004-01,LPEX1004-01-01-01-1000,2021,4,10/11/2020,TAX,,,Indirect Tax,Worldclass
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,7,23-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,4,28-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,4,29-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,8,28-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,4,23-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
272,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,,,,,,
272,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,0,,,,,,
272,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,0,,,,,,
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,8,14-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,8,16-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,8,17-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,8,18-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,4,22-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
427,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,8,15-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,9,31-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
308,,,Project 85,LPE05177-01,LPE05177-01-01-01-1000,2021,4,28-12-2020,CONSULTING,,,Operations Transformation (NSE),Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,4,9/12/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,23-11-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,24-11-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,3/12/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,20-11-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,27-11-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,11/12/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,30-11-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,4/12/2020,CONSULTING,,,Customer & Applied Design,Endurable Society
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,4,7/12/2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,,,,,,
428,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,1,7/12/2020,FINANCIAL ADVISORY (NSE),,,M&A Transaction Services,Worldclass
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,,,,,,
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,8/12/2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
412,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,2,14-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,,,,,,
320,,,Project 67,LPEX1066-01,LPEX1066-01-01-01-1000,2021,1,7/12/2020,CONSULTING,,,Digital Customer (NSE),Endurable Society
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,3,5/11/2020,TAX,,,Indirect Tax,Missing
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,,,,,,
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,8,9/12/2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,3,2/11/2020,TAX,,,Indirect Tax,Missing
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,3,3/11/2020,TAX,,,Indirect Tax,Missing
288,,,Project 60,LPEX1026-01,LPEX1026-01-01-01-1000,2021,0,,,,,,
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,3,25-11-2020,TAX,,,Indirect Tax,Missing
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,,,,,,
320,,,Project 67,LPEX1066-01,LPEX1066-01-01-01-1000,2021,3,8/12/2020,CONSULTING,,,Digital Customer (NSE),Endurable Society
292,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,3,17-11-2020,TAX,,,Indirect Tax,Missing
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,3,15-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
390,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,2,15-12-2020,CONSULTING,,,SAP (NSE),Worldclass
411,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,0,,,,,,
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,2,8/12/2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
276,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,2,14-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Other
429,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,4,16-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Other
404,,,Project 66,LPEX1081-01,LPEX1081-01-01-01-1000,2021,8,16-12-2020,CONSULTING,,,Finance & Performance,Worldclass
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,4,16-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
276,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,15-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Other
283,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1000,2021,1,,,,,,
276,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,16-12-2020,RISK ADVISORY (NSE),,,Internal Audit,Other
285,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,14-12-2020,ENABLING AREA,,,Executive & Management,Other
285,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,16-12-2020,ENABLING AREA,,,Executive & Management,Other
404,,,Project 66,LPEX1081-01,LPEX1081-01-01-01-1000,2021,8,15-12-2020,CONSULTING,,,Finance & Performance,Worldclass
309,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,1,,,,,,
426,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,1,15-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Worldclass
309,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
309,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
312,,,Project 2,GAAX3528-01,GAAX3528-01-01-01-1000,2021,0,,,,,,
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
309,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,5,17-12-2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
308,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,17-12-2020,CONSULTING,,,Operations Transformation (NSE),Other
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,3,15-12-2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
285,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,17-12-2020,ENABLING AREA,,,Executive & Management,Other
391,,,Project 55,LPEX1085-01,LPEX1085-01-01-01-1000,2021,4,17-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Endurable Society
324,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,17-12-2020,AUDIT,,,Assurance Services,Other
430,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,2,15-12-2020,RISK ADVISORY (NSE),,,Financial Industry Risk & Regulatory,Other
309,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
309,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,0,,,,,,
298,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,16-12-2020,RISK ADVISORY (NSE),,,Crisis & Resillience,Other
430,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,2,17-12-2020,RISK ADVISORY (NSE),,,Financial Industry Risk & Regulatory,Other
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,14-12-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
361,,,Project 50,LPEX1089-01,LPEX1089-01-01-01-1000,2021,0,,,,,,
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,6,17-12-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
431,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,3,18-12-2020,AUDIT,,,Assurance Services,Endurable Society
432,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,18-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,6,18-11-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,2,18-12-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,1,,,,,,
306,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,14-12-2020,RISK ADVISORY (NSE),,,Sustainability,Other
397,,,Project 77,LPEX1084-01,LPEX1084-01-01-01-1000,2021,5,17-12-2020,TAX,,,Legal (NSE),Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,6,25-11-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
420,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,18-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
362,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,1,14-12-2020,TAX,,,Global Employer Services,Other
276,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
420,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,14-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
294,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,2,15-12-2020,FINANCIAL ADVISORY (NSE),,,M&A Transaction Services,Missing
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,1,3/11/2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,2,10/11/2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
310,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,1,16-12-2020,AUDIT,,,Assurance Services,Other
432,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,16-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
294,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,2,,,,,,
432,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,17-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
300,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,1,18-12-2020,CONSULTING,,,Workforce Transformation (NSE),Worldclass
294,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1004,2021,2,17-12-2020,FINANCIAL ADVISORY (NSE),,,M&A Transaction Services,Missing
420,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,16-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
432,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,15-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
397,,,Project 77,LPEX1084-01,LPEX1084-01-01-01-1000,2021,4,15-12-2020,TAX,,,Legal (NSE),Endurable Society
310,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,2,17-12-2020,AUDIT,,,Assurance Services,Other
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,6,4/11/2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
432,,,Project 31,LPTX1133-01,LPTX1133-01-01-01-1000,2021,8,14-12-2020,RISK ADVISORY (NSE),,,Cyber Risk,Missing
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,3,2/11/2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,4,23-11-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,3,17-11-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
306,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,1,15-12-2020,RISK ADVISORY (NSE),,,Sustainability,Other
371,,,Project 75,LPEX1053-01,LPEX1053-01-01-01-1000,2021,1,17-12-2020,RISK ADVISORY (NSE),,,Financial Industry Risk & Regulatory,Worldclass
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,6,16-11-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
285,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,2,18-12-2020,ENABLING AREA,,,Executive & Management,Other
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,6,24-11-2020,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
433,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,3,18-12-2020,CONSULTING,,,Strategy & Business Design (NSE),Other
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,2,,,,,,
312,,,Project 2,GAAX3528-01,GAAX3528-01-01-01-1000,2021,1,18-12-2020,TAX,,,Global Employer Services,Missing
401,,,Project 52,LPEX1093-01,LPEX1093-01-01-01-1000,2021,3,,,,,,
340,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,3,17-12-2020,TAX,,,Business Tax (NSE),Other
401,,,Project 52,LPEX1093-01,LPEX1093-01-01-01-1000,2021,0,,,,,,
296,,,Project 63,LPEX1021-01,LPEX1021-01-01-01-1000,2021,4,15-12-2020,CONSULTING,,,Customer & Applied Design,Endurable Society
434,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
393,,,Project 2,GAAX3528-01,GAAX3528-01-01-01-1000,2021,0,,,,,,
362,,,Project 3,LPEX1009-01,LPEX1009-01-01-01-1000,2021,2,17-12-2020,TAX,,,Global Employer Services,Other
272,,,Project 4,LPEX1012-01,LPEX1012-01-01-01-1003,2021,1,4/1/2021,TAX,,,Indirect Tax,Missing
376,,,Project 83,LPE05081-01,LPE05081-01-01-01-1000,2021,2,4/1/2021,RISK ADVISORY (NSE),,,Internal Audit,Endurable Society
390,,,Project 64,LPEX1016-01,LPEX1016-01-01-01-1000,2021,1,4/1/2021,CONSULTING,,,SAP (NSE),Worldclass
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
273,,,Project 33,LPEX1079-01,LPEX1079-01-01-01-1000,2021,0,,,,,,
